IdentityKey,IdentityName,Isomorphism,ShapeCode,_2001_16_1,_2001_16_2,_2001_16_3,_2001_16_4,_2001_16_5,_2001_16_6,_2001_2_1,_2001_2_2,_2001_2_3,_2001_2_4,_2001_2_5,_2001_2_6,_2001_32_1,_2001_32_2,_2001_32_3,_2001_32_4,_2001_32_5,_2001_32_6,_2001_4_1,_2001_4_2,_2001_4_3,_2001_4_4,_2001_4_5,_2001_4_6,_2001_4_7,_2001_4_8,_2001_4_9,_2001_4_10,_2001_4_11,_2001_4_12,_2001_4_13,_2001_4_14,_2001_4_15,_2001_4_16,_2001_8_1,_2001_8_2,_2001_8_3,_2001_8_4,_2001_8_5,_2001_8_6,_2001_8_7,_2001_8_8,_2001_8_9,_2001_8_10,_2001_8_11,_2001_8_12,_2001_8_13,_2001_8_14,_2001_8_15,_2001_8_16,_2002_16384_1,_2002_16384_2,_2002_16384_3,_2002_16384_4,_2002_32768_1,_2002_32768_2,_2002_32768_3,_2002_32768_4,_2002_8192_1,_2002_8192_2,_2002_8192_3,_2002_8192_4,_2006_549755813888_1,_2006_549755813888_2,_2006_549755813888_3,_2006_549755813888_4,_2006_549755813888_5,_2006_549755813888_6,_2006_549755813888_7,_2006_549755813888_8,_2008_16_1,_2008_16_2,_2008_16_3,_2008_16_4,_2008_16_5,_2008_16_6,_2008_16_Offset_1,_2008_16_Offset_2,_2008_16_Offset_3,_2008_16_Offset_4,_2008_16_Offset_5,_2008_16_Offset_6,_2008_16_Offset_7,_2008_16_Offset_8,_2008_16_Offset_9,_2008_16_Offset_10,_2008_16_Offset_11,_2008_16_Offset_12,_2008_2_1,_2008_2_2,_2008_2_3,_2008_2_4,_2008_2_5,_2008_2_6,_2008_2_Offset_1,_2008_2_Offset_2,_2008_2_Offset_3,_2008_2_Offset_4,_2008_2_Offset_5,_2008_2_Offset_6,_2008_2_Offset_7,_2008_2_Offset_8,_2008_2_Offset_9,_2008_2_Offset_10,_2008_2_Offset_11,_2008_2_Offset_12,_2008_32_1,_2008_32_2,_2008_32_3,_2008_32_4,_2008_32_5,_2008_32_6,_2008_32_Offset_1,_2008_32_Offset_2,_2008_32_Offset_3,_2008_32_Offset_4,_2008_32_Offset_5,_2008_32_Offset_6,_2008_32_Offset_7,_2008_32_Offset_8,_2008_32_Offset_9,_2008_32_Offset_10,_2008_32_Offset_11,_2008_32_Offset_12,_2008_4_1,_2008_4_2,_2008_4_3,_2008_4_4,_2008_4_5,_2008_4_6,_2008_4_7,_2008_4_8,_2008_4_9,_2008_4_10,_2008_4_11,_2008_4_12,_2008_4_13,_2008_4_14,_2008_4_15,_2008_4_16,_2008_4_Offset_1,_2008_4_Offset_2,_2008_4_Offset_3,_2008_4_Offset_4,_2008_4_Offset_5,_2008_4_Offset_6,_2008_4_Offset_7,_2008_4_Offset_8,_2008_4_Offset_9,_2008_4_Offset_10,_2008_4_Offset_11,_2008_4_Offset_12,_2008_4_Offset_13,_2008_4_Offset_14,_2008_4_Offset_15,_2008_4_Offset_16,_2008_4_Offset_17,_2008_4_Offset_18,_2008_4_Offset_19,_2008_4_Offset_20,_2008_4_Offset_21,_2008_4_Offset_22,_2008_4_Offset_23,_2008_4_Offset_24,_2008_4_Offset_25,_2008_4_Offset_26,_2008_4_Offset_27,_2008_4_Offset_28,_2008_4_Offset_29,_2008_4_Offset_30,_2008_4_Offset_31,_2008_4_Offset_32,_2008_8_1,_2008_8_2,_2008_8_3,_2008_8_4,_2008_8_5,_2008_8_6,_2008_8_7,_2008_8_8,_2008_8_9,_2008_8_10,_2008_8_11,_2008_8_12,_2008_8_13,_2008_8_14,_2008_8_15,_2008_8_16,_2008_8_Offset_1,_2008_8_Offset_2,_2008_8_Offset_3,_2008_8_Offset_4,_2008_8_Offset_5,_2008_8_Offset_6,_2008_8_Offset_7,_2008_8_Offset_8,_2008_8_Offset_9,_2008_8_Offset_10,_2008_8_Offset_11,_2008_8_Offset_12,_2008_8_Offset_13,_2008_8_Offset_14,_2008_8_Offset_15,_2008_8_Offset_16,_2008_8_Offset_17,_2008_8_Offset_18,_2008_8_Offset_19,_2008_8_Offset_20,_2008_8_Offset_21,_2008_8_Offset_22,_2008_8_Offset_23,_2008_8_Offset_24,_2008_8_Offset_25,_2008_8_Offset_26,_2008_8_Offset_27,_2008_8_Offset_28,_2008_8_Offset_29,_2008_8_Offset_30,_2008_8_Offset_31,_2008_8_Offset_32,_2013_1_1,_2013_1_2,_2013_1_3,_2013_1_4,_2018_16384_1,_2018_16384_2,_2018_16384_3,_2018_16384_4,_2018_16384_Offset_1,_2018_16384_Offset_2,_2018_16384_Offset_3,_2018_16384_Offset_4,_2018_16384_Offset_5,_2018_16384_Offset_6,_2018_16384_Offset_7,_2018_16384_Offset_8,_2018_32768_1,_2018_32768_2,_2018_32768_3,_2018_32768_4,_2018_32768_Offset_1,_2018_32768_Offset_2,_2018_32768_Offset_3,_2018_32768_Offset_4,_2018_32768_Offset_5,_2018_32768_Offset_6,_2018_32768_Offset_7,_2018_32768_Offset_8,_2018_8192_1,_2018_8192_2,_2018_8192_3,_2018_8192_4,_2018_8192_Offset_1,_2018_8192_Offset_2,_2018_8192_Offset_3,_2018_8192_Offset_4,_2018_8192_Offset_5,_2018_8192_Offset_6,_2018_8192_Offset_7,_2018_8192_Offset_8,_2027_1_1,_2027_1_2,_2027_1_3,_2027_1_4,_2034_1_1,_2034_1_2,_2034_1_3,_2034_1_4
8,w3,4;120.0,313,5.32665314703639,3.52556942677199,15.2379057658224,4.58090617141004,20.3176139129215,18.1514627409306,8.60232526704263,3,6.08276253029822,11.1803398874989,6.08276253029822,9.05538513813742,5.8309518948453,4,27.7848879788996,5.09901951359278,33.6154726279432,30,4.09755802835149,1.5,3.12004829309782,19.2887353925608,4.53520545126247,9.86154146165801,7.09268450723923,11.0629172351265,6.66756969982,1.5,6.06091588386299,21.4022325280531,4.66801001381393,7.56637297521078,3.00339922715394,16.8479913507797,4.24264068711928,2,3.16227766016838,31.9061122670876,4.47213595499958,10.295630140987,7.21110255092798,23.3238075793812,6.70820393249937,1,6.08276253029822,34.4818792991333,5,8.06225774829855,3,27.6586333718787,11.5045403226448,16.6121004216136,14.4394318712,3.73451535136865,11.3248027153156,16.9771924655263,14.5616134151322,17.388368053171,15.5618870846862,7.36552601212918,17.7271382687399,13.2650474439128,333.434936523438,135,90,270,243.434951782227,90,15.9453954696655,288.434936523438,120.041557312012,178.194427490234,320.354675292969,259.215637207031,315.132843017578,327.197845458984,2.66667175292969,-4.611083984375,3.52381896972656,-0.111083984375,-11.7333221435547,9.7222900390625,0.857147216796875,4.5,-14.3999938964844,14.3333740234375,-15.2571411132813,9.8333740234375,305.537689208984,90,260.537689208984,116.565048217773,170.537673950195,263.659820556641,-5,7,0,-3,1,6,5,-10,6,-1,1,9,120.963752746582,180,300.256439208984,258.690063476563,300.379119873047,306.869903564453,3,-5,4,0,-14,24,1,5,-17,29,-18,24,310.601593017578,90,254.05451965332,318.292358398438,120.963523864746,120.465545654297,145.669799804688,328.177429199219,293.574829101563,270,261.869842529297,312.285614013672,38.2340469360352,82.4053573608398,87.2737731933594,336.071899414063,-2.66667175292969,3.111083984375,0,-1.5,0.857147216796875,3,-14.3999938964844,12.8333740234375,2.33332824707031,-3.888916015625,5,-8.5,5.85714721679688,-4,-9.39999389648438,5.8333740234375,-2.66667175292969,6.111083984375,0,1.5,0.857147216796875,6,-14.3999938964844,15.8333740234375,-3.66667175292969,-2.888916015625,-1,-7.5,-0.142852783203125,-3,-15.3999938964844,6.8333740234375,315,90,251.565048217773,302.195739746094,116.565048217773,119.05460357666,146.309936523438,300.963745117188,296.565063476563,270,260.537689208984,299.538787841797,36.8698959350586,82.8749847412109,90,310.601287841797,-3,3,0,-2,1,3,-17,27,2,-4,5,-9,6,-4,-12,20,-3,6,0,1,1,6,-17,30,-4,-3,-1,-8,0,-3,-18,21,45,90,180,300.963745117188,319.953674316406,313.684112548828,328.64599609375,141.590118408203,-9.33332824707031,6.888916015625,-12,11.5,-12.8571472167969,7,2.39999389648438,-2.8333740234375,318.438201904297,312.5185546875,328.9384765625,108.530967712402,-9,7,-12,12,-13,7,5,-17,317.501373291016,331.511871337891,310.333679199219,340.109039306641,-12,10,-7,3,-12,13,-13,4,9,4,7,60,1.39127014535538,0.5,1.0180898645431,2.18070203687549
8,w3,4;120.0,313,8.15804358430932,14.4939445819896,7.23855852531982,18.4128537263102,15.0099141294821,17.3391627721855,6,9.8488578017961,30.0166620396073,15.52417469626,25,39.8246155034798,11.1803398874989,21.4009345590327,12.1655250605964,19.1049731745428,23,31.4006369362152,3,5.30086278966893,14.8579485006291,10.1952047902868,3,11.0909063620646,14.744159028043,4.34180358066483,12.6491106406735,4.55363150563541,22.1977714089128,19.2598614156759,27.459060435492,35.2756534924969,22.7249953181909,22.8877938155949,3,8.24621125123532,19.723082923316,15.1327459504216,3,14.142135623731,23.3452350598575,9.21954445729289,12.6491106406735,2.23606797749979,21.0237960416286,24.0831891575846,27.459060435492,38.0131556174964,36.0555127546399,20.2484567313166,8.3512387550636,13.56313080905,6.22245958495996,11.5467182408985,8.3512387550636,15.7497571254505,16.4094449630553,15.1331485797391,9.17752768602034,8.55916836266716,17.834996252648,23.0796073562609,270,90,63.4349479675293,180,135,104.036247253418,270,341.565063476563,75.8088989257813,181.10969543457,281.592163085938,206.409683227539,267.917419433594,336.873352050781,-2,-7.90908813476563,14.4912261962891,0.28070068359375,-1.45454406738281,7.09091186523438,16.4912261962891,8.18978881835938,0.545455932617188,15,-15.9457702636719,6.81021118164063,270,66.0375137329102,240.018356323242,75.0685806274414,233.130096435547,241.504364013672,0,6,-4,-9,15,26,-4,-15,15,20,19,35,79.6951522827148,142.594650268555,279.462310791016,173.990997314453,270,307.234832763672,-2,-11,17,-13,-2,12,19,-2,0,23,-19,25,270,67.8336410522461,192.756286621094,278.202331542969,90,79.6111373901367,169.371963500977,289.573089599609,251.565048217773,243.946517944336,213.589599609375,262.405364990234,56.8886566162109,61.1892051696777,88.7171401977539,44.0344314575195,0,3,-2,-4.90908813476563,14.4912261962891,3.28070068359375,-1.45454406738281,10.0909118652344,0,-3,-2,-10.9090881347656,14.4912261962891,-2.71929931640625,-1.45454406738281,4.09091186523438,4,12,2,4.09091186523438,18.4912261962891,12.2807006835938,2.54545593261719,19.0909118652344,-15,-23,-17,-30.9090881347656,-0.508773803710938,-22.7192993164063,-16.4545440673828,-15.9090881347656,270,75.963752746582,149.534454345703,277.594635009766,90,81.8698959350586,136.735702514648,282.52880859375,251.565048217773,206.565048217773,177.273681640625,265.236358642578,56.8886566162109,63.4349479675293,93.1798324584961,32.9052429199219,0,3,-2,-8,17,-10,-2,15,0,-3,-2,-14,17,-16,-2,9,4,12,2,1,21,-1,2,24,-15,-23,-17,-34,2,-36,-17,-11,180,90,111.370620727539,282.52880859375,186.283111572266,220.580657958984,354.158813476563,147.659332275391,8,0,10,7.90908813476563,-6.49122619628906,-0.28070068359375,9.45454406738281,-7.09091186523438,186.283111572266,229.152603149414,302.013366699219,132.898056030273,8,0,10,11,-9,13,10,-12,205.243957519531,165.89387512207,226.392395019531,73.1268997192383,8,3,8,-3,12,12,-7,-23,7,11,57,22,1.03015750727543,1.59663674090634,4.86868920931408,1.0338706500861
7,w2,4;120.0,313,11.3844551996961,5.31486453314837,10.7365089938741,12.6295844993853,20.5683730204802,14.8496886058953,13,9.21954445729289,16.4012194668567,20.8806130178211,10,25.6124969497314,16.4924225024706,9.8488578017961,12.8062484748657,10.6301458127347,26.3058928759318,22.4722050542442,6.98731023653611,4.71535384414177,7.99697789860726,17.0582579123692,6.12824726148124,17.0981396146397,9.68372508321955,5.19456953494151,15.5335053834559,4.55963002204812,17.1810107136811,23.7661778353892,10.9645533480782,21.111108398494,8.65744126748057,14.1714066873085,12.1655250605964,4.47213595499958,6.70820393249937,22.8035085019828,2.23606797749979,17.1172427686237,11.6619037896906,10.816653826392,20.6155281280883,5,15.6204993518133,29,8.06225774829855,20.8086520466848,10.770329614269,18.3575597506858,2.27954436252198,13.1429186740156,7.05256701254734,8.45697697122084,3.65922467764284,13.1388053677444,8.55287343478613,14.2781822281924,9.00050364515622,4.00113307282704,17.0548083466649,10.8587919558978,259.695159912109,180,63.4349479675293,206.565048217773,180,90,290.556030273438,0,71.918830871582,162.701400756836,295.126739501953,227.034530639648,272.858215332031,310.445831298828,-3.5333251953125,-10.822265625,5.074462890625,-1.58038330078125,-4.5589599609375,9.72052001953125,8.6077880859375,9.24188232421875,-1.025634765625,20.5427856445313,-9.6334228515625,11.3009033203125,270,49.3987045288086,232.431411743164,73.3007583618164,180,231.340194702148,0,13,-6,-7,10,13,-6,-20,10,0,16,20,75.963752746582,113.96248626709,308.659820556641,221.185928344727,278.746154785156,302.275634765625,-4,-16,4,-9,-8,10,8,7,-4,26,-12,19,262.874725341797,55.5616035461426,222.018737792969,282.500610351563,98.1304244995117,81.0275192260742,127.844482421875,315.299438476563,243.764785766602,223.024475097656,225.971115112305,264.427703857422,33.5934715270996,53.1302337646484,62.0418510437012,345.058410644531,0.86669921875,6.933349609375,-2.6666259765625,-3.888916015625,5.941162109375,5.35296630859375,-3.6922607421875,16.6538696289063,0.86669921875,-6.066650390625,-2.6666259765625,-16.888916015625,5.941162109375,-7.64703369140625,-3.6922607421875,3.65386962890625,6.86669921875,13.933349609375,3.3333740234375,3.111083984375,11.941162109375,12.3529663085938,2.3077392578125,23.6538696289063,-9.13330078125,-6.066650390625,-12.6666259765625,-16.888916015625,-4.058837890625,-7.64703369140625,-13.6922607421875,3.65386962890625,260.537689208984,63.4349479675293,206.565048217773,285.255126953125,153.434951782227,83.2901611328125,120.963752746582,303.690063476563,247.166351318359,216.869903564453,219.805572509766,270,7.12501621246338,54.7824058532715,68.1985931396484,330.642242431641,2,12,-2,-4,6,3,-6,22,2,-1,-2,-17,6,-10,-6,9,8,19,4,3,12,10,0,29,-8,-1,-12,-17,-4,-10,-16,9,248.198593139648,135,104.036247253418,303.690063476563,294.959442138672,258.717315673828,328.860626220703,115.171852111816,-1.86669921875,2.066650390625,1.6666259765625,12.888916015625,-6.941162109375,3.64703369140625,2.6922607421875,-7.65386962890625,55.0693626403809,261.664215087891,315.451019287109,114.42822265625,-3,-3,1,13,-7,6,5,-13,270.606140136719,88.6364059448242,249.743469238281,21.6148242950439,-1,9,-1,-4,5,16,-11,-4,15,9,17,26,2.09266357716609,1.42989126569713,2.47606808161068,0.856356621864345
