IdentityKey,IdentityName,Isomorphism,ShapeCode,_2001_16_1,_2001_16_2,_2001_16_3,_2001_2_1,_2001_2_2,_2001_2_3,_2001_2_4,_2001_2_5,_2001_2_6,_2001_32_1,_2001_32_2,_2001_32_3,_2001_4_1,_2001_4_2,_2001_4_3,_2001_4_4,_2001_4_5,_2001_4_6,_2001_4_7,_2001_4_8,_2001_4_9,_2001_4_10,_2001_4_11,_2001_4_12,_2001_8_1,_2001_8_2,_2001_8_3,_2001_8_4,_2001_8_5,_2001_8_6,_2001_8_7,_2001_8_8,_2001_8_9,_2001_8_10,_2001_8_11,_2001_8_12,_2002_16384_1,_2002_16384_2,_2002_16384_3,_2002_32768_1,_2002_32768_2,_2002_32768_3,_2002_8192_1,_2002_8192_2,_2002_8192_3,_2002_8192_4,_2006_549755813888_1,_2006_549755813888_2,_2006_549755813888_3,_2006_549755813888_4,_2006_549755813888_5,_2006_549755813888_6,_2008_16_1,_2008_16_2,_2008_16_3,_2008_16_Offset_1,_2008_16_Offset_2,_2008_16_Offset_3,_2008_16_Offset_4,_2008_16_Offset_5,_2008_16_Offset_6,_2008_2_1,_2008_2_2,_2008_2_3,_2008_2_4,_2008_2_5,_2008_2_6,_2008_2_Offset_1,_2008_2_Offset_2,_2008_2_Offset_3,_2008_2_Offset_4,_2008_2_Offset_5,_2008_2_Offset_6,_2008_2_Offset_7,_2008_2_Offset_8,_2008_2_Offset_9,_2008_2_Offset_10,_2008_2_Offset_11,_2008_2_Offset_12,_2008_32_1,_2008_32_2,_2008_32_3,_2008_32_Offset_1,_2008_32_Offset_2,_2008_32_Offset_3,_2008_32_Offset_4,_2008_32_Offset_5,_2008_32_Offset_6,_2008_4_1,_2008_4_2,_2008_4_3,_2008_4_4,_2008_4_5,_2008_4_6,_2008_4_7,_2008_4_8,_2008_4_9,_2008_4_10,_2008_4_11,_2008_4_12,_2008_4_Offset_1,_2008_4_Offset_2,_2008_4_Offset_3,_2008_4_Offset_4,_2008_4_Offset_5,_2008_4_Offset_6,_2008_4_Offset_7,_2008_4_Offset_8,_2008_4_Offset_9,_2008_4_Offset_10,_2008_4_Offset_11,_2008_4_Offset_12,_2008_4_Offset_13,_2008_4_Offset_14,_2008_4_Offset_15,_2008_4_Offset_16,_2008_4_Offset_17,_2008_4_Offset_18,_2008_4_Offset_19,_2008_4_Offset_20,_2008_4_Offset_21,_2008_4_Offset_22,_2008_4_Offset_23,_2008_4_Offset_24,_2008_8_1,_2008_8_2,_2008_8_3,_2008_8_4,_2008_8_5,_2008_8_6,_2008_8_7,_2008_8_8,_2008_8_9,_2008_8_10,_2008_8_11,_2008_8_12,_2008_8_Offset_1,_2008_8_Offset_2,_2008_8_Offset_3,_2008_8_Offset_4,_2008_8_Offset_5,_2008_8_Offset_6,_2008_8_Offset_7,_2008_8_Offset_8,_2008_8_Offset_9,_2008_8_Offset_10,_2008_8_Offset_11,_2008_8_Offset_12,_2008_8_Offset_13,_2008_8_Offset_14,_2008_8_Offset_15,_2008_8_Offset_16,_2008_8_Offset_17,_2008_8_Offset_18,_2008_8_Offset_19,_2008_8_Offset_20,_2008_8_Offset_21,_2008_8_Offset_22,_2008_8_Offset_23,_2008_8_Offset_24,_2013_1_1,_2013_1_2,_2013_1_3,_2018_16384_1,_2018_16384_2,_2018_16384_3,_2018_16384_Offset_1,_2018_16384_Offset_2,_2018_16384_Offset_3,_2018_16384_Offset_4,_2018_16384_Offset_5,_2018_16384_Offset_6,_2018_32768_1,_2018_32768_2,_2018_32768_3,_2018_32768_Offset_1,_2018_32768_Offset_2,_2018_32768_Offset_3,_2018_32768_Offset_4,_2018_32768_Offset_5,_2018_32768_Offset_6,_2018_8192_1,_2018_8192_2,_2018_8192_3,_2018_8192_4,_2018_8192_Offset_1,_2018_8192_Offset_2,_2018_8192_Offset_3,_2018_8192_Offset_4,_2018_8192_Offset_5,_2018_8192_Offset_6,_2018_8192_Offset_7,_2018_8192_Offset_8,_2027_1_1,_2027_1_2,_2027_1_3,_2034_1_1,_2034_1_2,_2034_1_3
8,w3,4;112.0,033,19.5817276313965,11.9659057921823,19.3176794285611,6.32455532033676,22.4722050542442,18.9736659610103,27.6586333718787,20,18.0277563773199,26.0768096208106,20.0249843945008,32.4499614791759,3.53641737001977,16.6457383932127,9.53232556688239,3.47299996717662,22.8725159803313,12.3961800382684,25.9177357447615,17.6809693861117,16.3329350346425,20.732584235558,27.6897772582999,9.78083796307426,4.47213595499958,24.0831891575846,16.2788205960997,4.47213595499958,30,18.2482875908947,26.9258240356725,24.1867732448956,15.2970585407784,22.3606797749979,36.0555127546399,3.60555127546399,14.3356654251654,6.11752261173215,13.3310479782819,14.5437846597555,14.430676353937,18.5911259437216,11.081459349794,17.4052682864664,15.7630339983411,22.1561509355782,63.4349479675293,153.434951782227,139.398712158203,161.565048217773,274.398712158203,180,192.850601196289,263.736206054688,337.028076171875,19.0912704467773,4.35516357421875,1.30555725097656,11.8944702148438,-17.7857131958008,7.539306640625,18.4349479675293,237.724349975586,288.434936523438,229.398712158203,270,3.1798300743103,-6,-2,12,19,-6,18,18,21,0,20,-18,-1,184.398712158203,272.862396240234,326.309936523438,26,2,-1,20,-27,18,43.727108001709,186.59130859375,277.535064697266,172.647399902344,189.844711303711,247.469039916992,55.8330612182617,104.864311218262,35.7823219299316,99.5632705688477,144.475189208984,119.054641723633,-2.55555725097656,-2.4444580078125,16.5357131958008,1.91070556640625,-1.25,9.45001220703125,3.44444274902344,-0.4444580078125,22.5357131958008,3.91070556640625,4.75,11.4500122070313,-14.5555572509766,-21.4444580078125,4.53571319580078,-17.0892944335938,-13.25,-9.54998779296875,3.44444274902344,-20.4444580078125,22.5357131958008,-16.0892944335938,4.75,-8.54998779296875,63.4349479675293,175.236358642578,280.619659423828,153.434951782227,180,260.537689208984,58.6713066101074,119.74488067627,11.3099327087402,100.304847717285,146.309936523438,146.309936523438,-2,-4,24,-2,-3,16,4,-2,30,0,3,18,-14,-23,12,-21,-15,-3,4,-22,30,-20,3,-2,108.434951782227,146.309936523438,270,203.627899169922,346.861938476563,152.532897949219,12.5555572509766,5.4444580078125,-6.53571319580078,1.08929443359375,11.25,-6.45001220703125,210.133453369141,338.447296142578,136.917037963867,12,7,-14,5,13,-13,197.331741333008,197.73258972168,84.8254013061523,138.438919067383,10,3,16,5,-2,-16,16,-15,9,56,20,0.760894948947404,3.02609318308068,2.81560072172966
8,w3,4;112.0,033,14.0225531689732,7.03296910992788,9.75105378985207,10.0498756211209,9.48683298050514,8.94427190999916,16.4012194668567,10.816653826392,7.07106781186548,18.9736659610103,8.94427190999916,14.142135623731,5.14522759512022,8.87764045228235,4.57580927064694,5.86480813219509,18.4204370197886,9.24633284639583,13.8290246110522,6.18970920156997,7.22987125015643,10.6991770918649,11.9504184027171,4.37729216883435,7.21110255092798,12.1655250605964,4.47213595499958,5,22.2036033111745,9.4339811320566,15.8113883008419,11.4017542509914,7.07106781186548,12.1655250605964,17.0880074906351,4.47213595499958,9.72344234318699,4.38739595765327,5.74413320832096,11.7999804533477,8.62042947447449,5.52500420921908,4.6164180966566,14.0492832900833,5.94537205359248,8.92972715040267,63.4349479675293,135,156.037506103516,213.690063476563,296.565063476563,116.565048217773,212.055130004883,252.092758178711,4.41124820709229,11.8846435546875,7.4422607421875,2.1624755859375,6.6922607421875,-9.72216796875,-0.75,5.71059322357178,251.565048217773,296.565063476563,217.568588256836,236.309936523438,8.13010215759277,-10,-1,3,9,-4,8,13,10,6,9,-7,-1,198.434951782227,243.434951782227,351.869903564453,18,6,4,8,-14,2,31.5507755279541,212.347442626953,299.054016113281,163.229141235352,198.189041137695,212.735046386719,57.7241516113281,136.636581420898,43.7549324035645,87.9397277832031,164.219253540039,113.963134765625,-4.3846435546875,-2.6922607421875,7.5,4.75,-2.22216796875,4,5.6153564453125,-1.6922607421875,17.5,5.75,7.77783203125,5,-7.3846435546875,-11.6922607421875,4.5,-4.25,-5.22216796875,-5,-0.3846435546875,-10.6922607421875,11.5,-3.25,1.77783203125,-4,33.6900672912598,189.462326049805,296.565063476563,143.130096435547,187.765167236328,212.005386352539,55.3048477172852,142.125015258789,45,80.5376815795898,159.443954467773,116.565048217773,-6,-4,12,2,-2,4,4,-3,22,3,8,5,-9,-13,9,-7,-5,-5,-2,-12,16,-6,2,-4,75.963752746582,163.300750732422,180,216.353149414063,22.4944190979004,170.696823120117,7.3846435546875,5.6922607421875,-4.5,-1.75,5.22216796875,-1,216.817855834961,352.860382080078,170.324356079102,9,7,-9,1,5,-1,221.707138061523,196.845672607422,94.3061370849609,146.500442504883,3,3,13,4,0,-6,7,-5,13,36,9,1.3470481708405,1.70959767288557,1.42933769045629
8,w3,4;112.0,033,13.7186404310526,6.52253481571356,9.39818116759661,9.21954445729289,11.0453610171873,5.09901951359278,18.0277563773199,12.5299640861417,6,21.1896201004171,7.61577310586391,17,4.86216258469418,9.17867595826461,2.58735982831532,4.375,18.0443310994698,10.6000584886693,14.5907719124109,12.6885240143695,8.5065338354055,8.74017305320667,9.95983678051407,2.5221256695293,5.65685424949238,16.2788205960997,3.16227766016838,3.60555127546399,24.6981780704569,10.816653826392,15.2970585407784,18.7882942280559,8,9.48683298050514,17.1172427686237,2,10.9802115996593,2.77491099007042,6.78421916431271,11.724867482254,9.95813295792274,7.17174192386416,6.40397123311326,15.3263066070955,11.491262619813,7.719306368856,45,180,147.52880859375,195.945388793945,296.565063476563,90,206.985198974609,244.253326416016,2.13411092758179,12.2250061035156,6.2249755859375,2.83334350585938,5.875,-9.39166259765625,-0.3499755859375,40.6012954711914,275.194427490234,281.309936523438,250.559967041016,241.389541625977,90,-7,-6,-1,11,-1,5,6,17,6,11,0,-6,199.2900390625,246.801406860352,0,20,7,3,7,-17,0,43.9583740234375,198.089340209961,284.931213378906,216.869903564453,209.370651245117,233.31022644043,80.1341934204102,140.035369873047,92.2458114624023,73.3792419433594,167.533462524414,97.5948715209961,-3.5,-3.375,8.72500610351563,2.8499755859375,-0.666656494140625,2.5,3.5,2.625,15.7250061035156,8.8499755859375,6.33334350585938,8.5,-2.5,-14.375,9.72500610351563,-8.1500244140625,0.333343505859375,-8.5,-2.5,-8.375,9.72500610351563,-2.1500244140625,0.333343505859375,-2.5,45,190.619659423828,288.434936523438,213.690063476563,201.370620727539,236.309936523438,78.690071105957,154.798873901367,90,71.5650482177734,173.290161132813,90,-4,-4,16,3,-1,3,3,2,23,9,6,9,-3,-15,17,-8,0,-8,-3,-9,17,-2,0,-2,45,169.380340576172,0,209.078994750977,18.6728687286377,175.447738647461,9.5,4.375,-2.72500610351563,-1.8499755859375,6.66665649414063,-1.5,210.56086730957,5.98579025268555,171.674438476563,10,5,-10,-2,7,-2,197.836502075195,211.296676635742,128.1357421875,156.820236206055,6,1,13,7,7,-10,7,-4,8,40,6,1.4778819403044,1.78626838176347,0.798454300006478
8,w3,4;112.0,033,20.5363173092617,20.8091554734026,14.6884984949542,24.4131112314674,29.0688837074973,23.4093998214393,51.8555686498567,37.9473319220206,21.3775583264319,20.0249843945008,20.591260281974,21.4709105535839,12.9744242506437,8.20653951412181,11.6464135687275,11.8096303068852,32.2602728634702,29.7757523993506,41.5528312605885,24.3644365317963,22.5414559369399,31.112473611488,25.424083138696,11.765268453685,16.2788205960997,15.8113883008419,6.08276253029822,9.21954445729289,29.0172362570938,27.5862284482674,44.9444101084885,39.2045915678253,24.4131112314674,34.132096331752,38.9101529166874,17.464249196573,15.2476974937992,6.38483572645137,10.7704987765964,18.5540976586968,16.4507458033686,5.02748720286204,2.27532449860785,26.642135487086,26.8930857366028,22.4639680458068,47.7263107299805,180,115.016891479492,72.8972702026367,270,90,213.247848510742,254.8603515625,323.059173583984,17.1746616363525,11.25927734375,5.43478012084961,20.0869140625,-11.7398815155029,8.82763671875,34.9920196533203,243.434951782227,289.983093261719,230.47737121582,251.565048217773,10.7842979431152,-20,-14,13,26,-8,22,33,40,12,36,-21,-4,177.137588500977,240.945388793945,297.758544921875,20,-1,10,18,-10,19,44.4567985534668,195.349792480469,289.179016113281,204.583801269531,210.086639404297,237.098892211914,57.6069450378418,77.9505767822266,41.716136932373,87.6773910522461,128.750762939453,110.779075622559,-9.26086807250977,-9.0869140625,7.91379356384277,2.17236328125,-3.82608795166016,11,10.7391319274902,4.9130859375,27.9137935638428,16.17236328125,16.1739120483398,25,-22.2608680725098,-35.0869140625,-5.08620643615723,-23.82763671875,-16.8260879516602,-15,-1.26086807250977,-31.0869140625,15.9137935638428,-19.82763671875,4.17391204833984,-11,47.4895515441895,124.695152282715,279.462310791016,192.52880859375,181.97492980957,226.468795776367,57.7243537902832,84.1439895629883,55.0079803466797,84.9575500488281,115.906509399414,113.629379272461,-11,-12,9,-13,-1,6,9,2,29,1,19,20,-24,-38,-4,-39,-14,-20,-3,-34,17,-35,7,-16,78.690071105957,94.3987045288086,120.963752746582,224.850280761719,4.5431079864502,119.937713623047,10.2608680725098,10.0869140625,-6.91379356384277,-1.17236328125,4.82608795166016,-10,227.441116333008,296.931610107422,120.465301513672,12,13,-8,14,2,-5,227.094573974609,216.018005371094,64.7989120483398,115.155830383301,1,1,21,15,-12,-25,9,-21,23,58,23,3.56445406521179,5.78000998427534,3.53741242009332
8,w3,4;112.0,033,24.01168424163,6.98460487561408,17.3615018738561,11.4017542509914,44.1021541423999,5.3851648071345,48.7954915950234,13.1529464379659,38.8329756778952,19.1049731745428,7.21110255092798,13.1529464379659,5.51576178471615,19.8669973806886,2.75882637711836,6.07647150864896,27.7492062362276,12.1769413870453,46.995625213402,25.4484140814359,41.3716192436126,8.78958235347662,15.2240935486292,2.63522977506047,5.09901951359278,14.0356688476182,3.16227766016838,7.21110255092798,25.0798724079689,12,47.8016736108685,37.3630833845388,41.0487515035476,9.21954445729289,12.6491106406735,2.23606797749979,18.9022458614104,5.10991726396609,12.2824922549817,19.2901105853401,10.1199229380268,12.093529135908,14.8389815017704,22.7613597301598,29.750306687267,10.1141977212747,18.4349479675293,146.309936523438,156.037506103516,33.6900672912598,243.434951782227,90,212.400650024414,197.353851318359,38.3956260681152,20.2735900878906,12.8663330078125,6.66667175292969,2.08331298828125,-13.6069183349609,-10.7830200195313,344.744873046875,237.03059387207,248.198593139648,224.169677734375,188.746154785156,55.4914779663086,-11,3,24,37,2,5,35,34,13,2,-22,-32,186.009002685547,213.690063476563,351.253845214844,19,2,6,4,-13,2,355.66748046875,221.958892822266,244.983016967773,154.840866088867,201.750762939453,177.646697998047,51.1180381774902,68.7429046630859,56.5019912719727,31.4294528961182,212.961349487305,71.5651550292969,-5.5,0.41668701171875,14.7735900878906,13.2830200195313,1.16667175292969,2.5,5.5,-2.58331298828125,25.7735900878906,10.2830200195313,12.1666717529297,-0.5,-29.5,-36.5833129882813,-9.22640991210938,-23.7169799804688,-22.8333282470703,-34.5,-7.5,-4.58331298828125,12.7735900878906,8.28302001953125,-0.833328247070313,-2.5,11.3099327087402,184.08561706543,251.565048217773,146.309936523438,175.426071166992,180,52.6506500244141,74.4758911132813,55.9228057861328,40.6012954711914,161.565048217773,63.4349479675293,-5,-1,14,1,1,3,6,-4,25,-2,12,0,-29,-38,-10,-36,-23,-34,-7,-6,12,-4,-1,-2,90,96.3401947021484,180,212.212509155273,33.0966186523438,220.597595214844,15.5,9.58331298828125,-4.77359008789063,-3.28302001953125,8.83332824707031,7.5,216.56852722168,290.277587890625,218.284439086914,15,11,-4,9,9,7,224.999954223633,199.219421386719,62.9980735778809,212.893005371094,10,10,21,7,-14,-27,8,5,12,53,6,1.67594100801803,6.82661722977194,0.888614638529531
8,w3,4;112.0,033,13.3000761951641,9.08892114586787,6.45457389547705,9.89949493661167,12.369316876853,10.0498756211209,19.4164878389476,18.7882942280559,4.47213595499958,23.6008474424119,9.4339811320566,14.2126704035519,4.72451275892394,8.59093458402771,5.02966422084291,5.19496066089238,18.426324587089,14.1751157043274,15.1213235316969,12.2178191299703,7.84667176388374,13.8800009131934,7.82282641260375,5.02061851858841,5,18.8679622641132,5.09901951359278,5,28.6006992921502,14.422205101856,15.0332963783729,13.6014705087354,8.06225774829855,13.9283882771841,10.816653826392,5,11.0168293403229,2.38266351133399,4.35165045031251,11.2875403765799,13.0129399946247,3.9087529017658,6.29261824008274,16.1793319048621,11.1193928824908,7.03945040059059,26.5650520324707,225,155.556045532227,218.659805297852,270,90,217.472412109375,243.178649902344,359.825805664063,10.5555572509766,8.09149169921875,4.10101318359375,8.11111450195313,-6.45454406738281,0.019622802734375,45,284.036254882813,264.289398193359,258.111328125,244.798873901367,153.434951782227,-7,-7,-3,12,1,10,4,19,8,17,4,-2,233.615646362305,237.994613647461,50.7105941772461,14,19,5,8,-9,-11,41.1859436035156,215.431182861328,263.774169921875,228.468215942383,220.554962158203,237.838806152344,87.8944778442383,144.932586669922,116.861923217773,70.8398284912109,140.084014892578,84.8055877685547,-3.55555725097656,-3.11111450195313,7,4.98037719726563,0.545455932617188,5,3.44444274902344,3.88888549804688,14,11.9803771972656,7.54545593261719,12,-0.555557250976563,-15.1111145019531,10,-7.01962280273438,3.54545593261719,-7,-4.55555725097656,-13.1111145019531,6,-5.01962280273438,-0.454544067382813,-5,36.8698959350586,237.994613647461,258.690063476563,233.130096435547,233.53076171875,236.309936523438,86.1859283447266,197.102722167969,119.74488067627,68.9624862670898,213.690063476563,90,-4,-3,10,16,1,5,3,4,17,23,8,12,-1,-15,13,4,4,-7,-5,-13,9,6,0,-5,0,222.273681640625,180,220.69660949707,22.3991146087646,167.693023681641,7.55555725097656,7.11111450195313,-3,-0.980377197265625,3.45454406738281,-1,218.797607421875,66.4327774047852,166.272705078125,8,7,-6,-12,3,-1,220.329223632813,223.185104370117,134.524703979492,122.643035888672,4,4,11,11,7,-8,3,-6,9,51,11,1.60863419746527,2.90673466670267,1.51635203097182
6,w1,4;112.0,033,13.5605161533643,11.0188208595641,7.14094620892311,17.464249196573,11.4017542509914,16.1554944214035,24.5153013442625,15.556349186104,14.3178210632764,12.0830459735946,12.5299640861417,7.81024967590665,8.75268555260171,5.29005972261569,7.59342849113627,9.42163731758184,21.3805457657174,16.1952201667653,18.3956266012375,6.55626958213926,8.32377055486274,15.7656864484187,15.8515140750151,8.91123763851015,6.70820393249937,5.3851648071345,8,13.0384048104053,22.0907220343745,17.464249196573,17.6918060129541,7.28010988928052,7.07106781186548,18,17.0293863659264,9.21954445729289,7.16467153642351,6.99936691358364,4.50591002634101,7.08267480878337,7.73734940680403,5.44747664027033,4.17369041589062,14.3821053444504,11.2313487525092,12.2367777653601,33.6900672912598,149.036239624023,161.565048217773,71.5650482177734,255.963760375977,135,195.072616577148,226.754013061523,320.937438964844,13.093994140625,3.52631759643555,7.54934692382813,8.02631759643555,-5.54464721679688,4.5,346.759490966797,232.125015258789,291.801422119141,191.768295288086,225,335.224853515625,-17,4,7,9,-6,15,24,5,11,11,-13,6,204.443954467773,241.389541625977,309.805572509766,11,5,6,11,-5,6,3.44739675521851,214.54833984375,278.997131347656,151.287338256836,177.319213867188,192.480834960938,31.1886615753174,66.2276840209961,10.3818054199219,80.0030822753906,130.797332763672,122.686935424805,-8.73684692382813,-0.526317596435547,4.35714721679688,3,-1.1875,7.5,8.26315307617188,-4.52631759643555,21.3571472167969,-1,15.8125,3.5,-15.7368469238281,-9.52631759643555,-2.64285278320313,-6,-8.1875,-1.5,-2.73684692382813,-15.5263175964355,10.3571472167969,-12,4.8125,-7.5,26.5650520324707,201.801406860352,270,147.52880859375,174.805572509766,193.240524291992,42.7093887329102,74.0546035766602,8.13010215759277,90,130.236358642578,130.601287841797,-6,-3,5,2,0,8,11,-7,22,-2,17,4,-13,-12,-2,-7,-7,-1,0,-18,11,-13,6,-7,111.801406860352,108.434951782227,180,211.657989501953,358.083801269531,71.2173843383789,5.73684692382813,3.52631759643555,-7.35714721679688,0,-1.8125,-4.5,241.664337158203,350.822601318359,61.0322647094727,3,6,-8,1,-3,-5,309.207275390625,176.947113037109,30.889274597168,105.945358276367,-3,3,14,-1,-10,-6,3,-12,19,14,16,2.46954748726518,1.78615881951269,2.37896122788141
6,w1,4;112.0,033,12.6740218850379,8.57626208704452,9.21150780188075,8.94427190999916,23.3238075793812,13.8924439894498,31.2409987036266,16.0312195418814,20.6155281280883,10.0498756211209,14.0356688476182,18.6010752377383,4.52290565776964,8.19562257965597,6.88459174978229,4.42357363610968,17.057141070514,11.6605699956593,27.2928568487083,15.9600718523028,20.0135304828832,14.426458027322,15.1694736763213,7.12929616547641,5,7.21110255092798,12.0830459735946,4.12310562561766,14,15.2970585407784,28.0178514522438,24.738633753706,19.2353840616713,15.2970585407784,20.6155281280883,2.23606797749979,9.42206977372124,3.71799027650646,5.78945084077631,10.0572070008512,8.98965948183672,10.2207319280127,5.22208917889627,13.6897989850735,18.1041859358591,12.4050168354286,26.5650520324707,206.565048217773,119.74488067627,33.6900672912598,291.801422119141,135,214.282012939453,260.894989013672,351.702453613281,10.4722290039063,7.13885498046875,1.35714721679688,8.46820068359375,-9.11508178710938,1.329345703125,26.5650520324707,239.036239624023,300.256439208984,230.194427490234,266.423675537109,22.8336544036865,-8,-4,12,20,-7,12,20,24,1,16,-19,-8,174.289413452148,274.085601806641,306.253845214844,10,-1,-1,14,-11,15,27.8237934112549,217.840850830078,292.574188232422,205.278045654297,211.955902099609,242.650039672852,54.1097869873047,69.7357711791992,42.9752998352051,102.002319335938,152.637252807617,127.673492431641,-4,-2.111083984375,6.47222900390625,5.02777099609375,-2.64285278320313,6.35711669921875,4,1.888916015625,14.4722290039063,9.02777099609375,5.35714721679688,10.3571166992188,-16,-22.111083984375,-5.52777099609375,-14.9722290039063,-14.6428527832031,-13.6428833007813,3,-14.111083984375,13.4722290039063,-6.97222900390625,4.35714721679688,-5.64288330078125,36.8698959350586,146.309936523438,294.443969726563,194.036239624023,180,258.690063476563,55.1755104064941,75.963752746582,27.8972702026367,101.309928894043,129.093856811523,153.434951782227,-4,-3,6,-4,-5,11,4,1,14,0,3,15,-16,-23,-6,-24,-17,-9,3,-15,13,-16,2,-1,90,90,291.801422119141,223.742446899414,9.66600894927979,160.278793334961,6,6.111083984375,-4.47222900390625,-1.02777099609375,4.64285278320313,-2.35711669921875,227.403564453125,290.8046875,139.804061889648,6,7,-4,8,7,-7,237.484451293945,217.868515014648,59.4838027954102,142.238723754883,2,4,10,8,-10,-16,9,-8,9,36,14,1.32376825912435,4.090832500813,2.099223756491
6,w1,4;112.0,033,16.9282689094599,11.6088524337968,10.8774202220478,18.1107702762748,19.6468827043885,22.0227155455452,31.1448230047949,19.4164878389476,19.1049731745428,17.2046505340853,10.816653826392,8.06225774829855,9.39174912669865,8.53577439499773,10.3406466146517,9.02597004496442,24.5907607417549,16.0290079068986,25.8109416240133,12.0005547434777,15.1267256003927,20.3093055300266,21.3688701049298,11.7490501090001,8.94427190999916,8.48528137423857,5.3851648071345,10.1980390271856,25.298221281347,17.464249196573,26.4196896272458,13.0384048104053,15.6524758424985,21.8403296678416,22.8254244210267,16.9705627484771,9.83156062987309,7.70871742178712,5.15191035765244,10.2773891087401,8.56515671249724,0.573754883104677,5.26525131629051,16.9062527535195,16.1676861373847,16.8989513282337,36.8698959350586,180,168.690063476563,116.565048217773,288.434936523438,135,214.894897460938,254.455001831055,352.073638916016,13.8846130371094,9.6842041015625,3.11111450195313,11.1842041015625,-10.7734985351563,1.5,6.34019184112549,255.256439208984,309.472473144531,222.397430419922,258.111328125,6.00900602340698,-18,-2,5,19,-14,17,23,21,4,19,-19,-2,215.537673950195,236.309936523438,7.12501621246338,14,10,6,9,-8,-1,16.6069431304932,235.092590332031,304.714599609375,175.652587890625,201.468597412109,220.924377441406,57.1524505615234,89.4490814208984,43.958381652832,104.252319335938,152.097366333008,133.658889770508,-9,-2.6842041015625,4.88461303710938,7,-5.88888549804688,8.5,9,-0.6842041015625,22.8846130371094,9,12.1111145019531,10.5,-14,-21.6842041015625,-0.115386962890625,-12,-10.8888854980469,-10.5,5,-19.6842041015625,18.8846130371094,-10,8.11111450195313,-8.5,26.5650520324707,225,291.801422119141,168.690063476563,198.434951782227,203.629379272461,60.524112701416,94.3987045288086,63.4349479675293,105.94539642334,151.189208984375,135,-8,-4,6,6,-2,5,10,-2,24,8,16,7,-13,-23,1,-13,-7,-14,6,-21,20,-11,12,-12,108.434951782227,126.869895935059,141.340194702148,228.294281005859,17.7041606903076,131.739685058594,6,6.6842041015625,-7.88461303710938,-3,2.88888549804688,-4.5,237.374664306641,9.02947998046875,36.8680686950684,5,8,-9,-2,-1,-1,297.841491699219,203.184066772461,62.5255355834961,133.073883056641,-3,4,15,6,-8,-15,11,-13,19,26,18,2.69485423378839,3.1754899841373,3.35906770654719
6,w1,4;112.0,033,12.670901143252,11.2564103480096,10.8774202220478,8.06225774829855,19.6468827043885,22.0227155455452,25.9422435421457,22.1359436211787,19.1049731745428,13.4536240470737,8.24621125123532,8.06225774829855,4.30116263352131,8.53577439499773,10.3406466146517,3.80788655293195,16.1939503223219,12.5492858536432,23.1192560433938,12.0005547434777,15.1267256003927,22.1472345903501,21.3688701049298,11.7490501090001,5,8.48528137423857,5.3851648071345,3.16227766016838,16.4012194668567,10.295630140987,23.7697286480094,13.0384048104053,15.6524758424985,22.3606797749979,22.8254244210267,16.9705627484771,9.41962787258403,5.07313977031205,6.15546466145514,10.0692292486209,6.1473234159928,2.26926651858611,6.30154314598077,12.3753527993884,13.7007263962291,17.5097081114896,45,180,168.690063476563,116.565048217773,288.434936523438,135,228.568664550781,282.252746582031,352.073638916016,8.38461303710938,9.5,-2.38888549804688,11,-10.7734985351563,1.5,29.7448806762695,255.256439208984,309.472473144531,242.447189331055,288.434936523438,6.00900602340698,-7,-4,5,19,-14,17,12,23,-7,21,-19,-2,221.987213134766,255.963760375977,7.12501621246338,10,9,2,8,-8,-1,35.5376777648926,235.092590332031,304.714599609375,203.198593139648,222.786315917969,264.920379638672,68.4286956787109,89.4490814208984,43.958381652832,118.300758361816,152.097366333008,133.658889770508,-3.5,-2.5,4.88461303710938,7,-5.88888549804688,8.5,3.5,1.5,11.8846130371094,11,1.11111450195313,12.5,-8.5,-21.5,-0.115386962890625,-12,-10.8888854980469,-10.5,10.5,-19.5,18.8846130371094,-10,8.11111450195313,-8.5,36.8698959350586,225,291.801422119141,198.434951782227,217.568588256836,240.945388793945,67.7509765625,94.3987045288086,63.4349479675293,116.565048217773,151.189208984375,135,-4,-3,6,6,-2,5,3,1,13,10,5,9,-9,-22,1,-13,-7,-14,10,-20,20,-11,12,-12,45,126.869895935059,141.340194702148,249.102203369141,7.93120670318604,159.058898925781,2.5,8.5,-5.88461303710938,-1,4.88888549804688,-2.5,247.458892822266,357.202880859375,214.950393676758,3,9,-7,0,1,1,271.273040771484,236.335586547852,67.9656372070313,142.331619262695,-1,6,6,10,-6,-13,13,-11,8,26,18,1.28171950398815,3.1754899841373,3.35906770654719
